31   (line 867) INFO  MolSim - RDF 0.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 0) (41, 0) (42, 0) (43, 0) (44, 0) (45, 0) (46, 0) (47, 0) (48, 0) (49, 2638.24) (50, 4358.69) (51, 0) (52, 0) (53, 0) (54, 0) (55, 0) (56, 0) (57, 0) (58, 0) (59, 0) (60, 0) (61, 0) (62, 0) (63, 0) (64, 0) (65, 0) (66, 0) (67, 0) (68, 0) (69, 0) (70, 6189.97) (71, 0) (72, 0) (73, 0) (74, 0) (75, 0) (76, 0) (77, 0) (78, 0) (79, 0) (80, 0) (81, 0) (82, 0) (83, 0) (84, 0) (85, 0) (86, 2398.58) (87, 0) (88, 0) (89, 0) (90, 0) (91, 0) (92, 0) (93, 0) (94, 0) (95, 0) (96, 0) (97, 0) (98, 0) (99, 574.218) 
85337 (line 867) INFO  MolSim - RDF 46.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 3.52981) (39, 10.0601) (40, 60.6063) (41, 156.454) (42, 243.32) (43, 443.786) (44, 393.681) (45, 441.013) (46, 410.151) (47, 461.473) (48, 450.425) (49, 371.553) (50, 497.521) (51, 474.443) (52, 491.66) (53, 470.71) (54, 377.849) (55, 449.288) (56, 403.203) (57, 390.092) (58, 443.376) (59, 433.771) (60, 386.672) (61, 347.916) (62, 345.579) (63, 285.472) (64, 347.118) (65, 318.307) (66, 311.764) (67, 316.375) (68, 288.249) (69, 213.937) (70, 217.912) (71, 195.996) (72, 158.772) (73, 166.104) (74, 120.667) (75, 99.5924) (76, 71.525) (77, 87.1138) (78, 56.0396) (79, 43.0487) (80, 30.2782) (81, 28.3582) (82, 20.3718) (83, 41.2744) (84, 56.0583) (85, 104.141) (86, 125.873) (87, 193.403) (88, 257.531) (89, 269.445) (90, 322.616) (91, 355.913) (92, 366.605) (93, 361.798) (94, 394.023) (95, 396.141) (96, 423.652) (97, 396.843) (98, 417.948) (99, 404.568) 
87123 (line 867) INFO  MolSim - RDF 47.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 8.38338) (40, 65.3911) (41, 119.999) (42, 240.423) (43, 468.672) (44, 381.791) (45, 465.023) (46, 460.966) (47, 423.21) (48, 442.64) (49, 474.05) (50, 407.249) (51, 516.856) (52, 458.44) (53, 390.278) (54, 464.165) (55, 390.685) (56, 367.144) (57, 393.257) (58, 379.927) (59, 408.646) (60, 378.096) (61, 344.458) (62, 401.836) (63, 369.167) (64, 335.799) (65, 275.012) (66, 334.836) (67, 287.092) (68, 261.487) (69, 191.19) (70, 234.229) (71, 195.996) (72, 197.594) (73, 162.23) (74, 139.521) (75, 130.342) (76, 84.0418) (77, 81.887) (78, 57.3133) (79, 52.1552) (80, 31.0857) (81, 33.0846) (82, 19.9874) (83, 27.3912) (84, 54.5927) (85, 97.3416) (86, 110.488) (87, 198.528) (88, 225.465) (89, 250.502) (90, 292.591) (91, 344.351) (92, 407.882) (93, 367.483) (94, 362.091) (95, 400.444) (96, 447.251) (97, 414.456) (98, 434.935) (99, 448.434) 
89096 (line 867) INFO  MolSim - RDF 48.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 97.2891) (41, 129.113) (42, 273.735) (43, 369.131) (44, 425.387) (45, 385.413) (46, 462.176) (47, 454.516) (48, 408.163) (49, 435.614) (50, 462.643) (51, 532.638) (52, 488.812) (53, 383.88) (54, 446.549) (55, 405.973) (56, 365.505) (57, 504.825) (58, 386.807) (59, 401.996) (60, 355.224) (61, 402.559) (62, 393.799) (63, 352.947) (64, 317.563) (65, 282.94) (66, 232.492) (67, 310.634) (68, 235.283) (69, 239.935) (70, 223.176) (71, 198.554) (72, 174.699) (73, 142.859) (74, 152.719) (75, 109.23) (76, 119.357) (77, 77.9669) (78, 74.7195) (79, 46.3601) (80, 28.2597) (81, 33.4784) (82, 16.5281) (83, 27.016) (84, 45.7992) (85, 110.225) (86, 143.705) (87, 183.152) (88, 234.484) (89, 265.852) (90, 287.161) (91, 345.601) (92, 352.234) (93, 372.271) (94, 387.871) (95, 409.623) (96, 422.528) (97, 411.979) (98, 412.555) (99, 427.03) 
90935 (line 867) INFO  MolSim - RDF 49.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 11.7367) (40, 54.2267) (41, 141.264) (42, 247.665) (43, 363.601) (44, 383.113) (45, 462.495) (46, 508.152) (47, 535.68) (48, 390.369) (49, 490.066) (50, 456.488) (51, 433.015) (52, 380.609) (53, 476.194) (54, 428.053) (55, 479.863) (56, 399.105) (57, 385.344) (58, 393.687) (59, 346.573) (60, 390.246) (61, 349.3) (62, 315.441) (63, 388.631) (64, 337.057) (65, 362.821) (66, 320.046) (67, 224.506) (68, 250.894) (69, 254.558) (70, 194.752) (71, 201.625) (72, 221.485) (73, 123.004) (74, 138.107) (75, 98.2155) (76, 110.864) (77, 72.3045) (78, 69.2005) (79, 66.6427) (80, 31.4894) (81, 38.5986) (82, 21.9093) (83, 32.2691) (84, 78.4083) (85, 93.0471) (86, 122.027) (87, 184.518) (88, 233.816) (89, 248.869) (90, 298.979) (91, 383.411) (92, 341.227) (93, 354.316) (94, 397.831) (95, 365.161) (96, 406.234) (97, 395.742) (98, 460.552) (99, 422.538) 
92763 (line 867) INFO  MolSim - RDF 50.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 55.8216) (41, 173.163) (42, 278.08) (43, 308.3) (44, 381.791) (45, 461.232) (46, 453.707) (47, 433.646) (48, 447.089) (49, 501.81) (50, 523.166) (51, 377.779) (52, 439.457) (53, 468.882) (54, 384.015) (55, 411.918) (56, 449.915) (57, 427.281) (58, 403.625) (59, 366.525) (60, 433.845) (61, 414.318) (62, 358.973) (63, 302.989) (64, 354.664) (65, 267.085) (66, 290.467) (67, 213.596) (68, 268.178) (69, 251.85) (70, 211.596) (71, 214.93) (72, 176.69) (73, 159.808) (74, 135.75) (75, 112.443) (76, 90.3003) (77, 87.1138) (78, 75.9932) (79, 52.5691) (80, 28.2597) (81, 26.3889) (82, 22.678) (83, 45.4019) (84, 74.7443) (85, 125.971) (86, 136.712) (87, 195.453) (88, 214.776) (89, 265.526) (90, 247.552) (91, 323.103) (92, 361.101) (93, 358.506) (94, 371.465) (95, 379.503) (96, 424.776) (97, 400.146) (98, 433.318) (99, 435.75) 
94570 (line 867) INFO  MolSim - RDF 51.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 14.1192) (39, 20.1201) (40, 76.5554) (41, 159.492) (42, 267.942) (43, 320.743) (44, 429.35) (45, 485.241) (46, 396.842) (47, 477.706) (48, 407.051) (49, 442.02) (50, 478.031) (51, 424.138) (52, 410.982) (53, 435.978) (54, 458.88) (55, 456.932) (56, 495.808) (57, 433.611) (58, 372.283) (59, 422.687) (60, 388.817) (61, 338.233) (62, 391.12) (63, 341.268) (64, 304.357) (65, 276.232) (66, 234.858) (67, 237.712) (68, 226.92) (69, 236.144) (70, 237.387) (71, 202.136) (72, 215.014) (73, 170.946) (74, 145.649) (75, 115.656) (76, 99.2409) (77, 89.7273) (78, 70.4741) (79, 42.2208) (80, 16.1484) (81, 31.903) (82, 31.1343) (83, 32.6443) (84, 52.7607) (85, 102.71) (86, 143.355) (87, 205.704) (88, 243.502) (89, 283.815) (90, 309.84) (91, 328.727) (92, 354.374) (93, 331.872) (94, 365.02) (95, 371.759) (96, 370.274) (97, 406.75) (98, 430.891) (99, 435.222) 
96388 (line 867) INFO  MolSim - RDF 52.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 17.649) (39, 23.4735) (40, 23.9236) (41, 147.34) (42, 253.458) (43, 344.246) (44, 445.203) (45, 370.249) (46, 525.09) (47, 498.577) (48, 478.229) (49, 419.599) (50, 472.901) (51, 401.451) (52, 473.626) (53, 453.344) (54, 435.099) (55, 434.849) (56, 419.593) (57, 367.145) (58, 465.545) (59, 368.742) (60, 400.252) (61, 369.358) (62, 339.551) (63, 360.083) (64, 254.05) (65, 323.795) (66, 269.762) (67, 241.732) (68, 239.186) (69, 249.684) (70, 230.545) (71, 184.226) (72, 189.631) (73, 170.462) (74, 139.521) (75, 110.148) (76, 80.0185) (77, 83.6293) (78, 67.0778) (79, 64.1591) (80, 33.5079) (81, 35.0539) (82, 31.5186) (83, 39.3983) (84, 64.4853) (85, 91.2577) (86, 146.852) (87, 204.679) (88, 210.1) (89, 266.832) (90, 292.591) (91, 306.541) (92, 362.936) (93, 394.715) (94, 433.279) (95, 404.46) (96, 407.92) (97, 404.549) (98, 396.376) (99, 430.729) 
98199 (line 867) INFO  MolSim - RDF 53.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 51.0369) (41, 80.5055) (42, 321.53) (43, 369.131) (44, 331.59) (45, 404.368) (46, 620.671) (47, 478.865) (48, 420.397) (49, 409.989) (50, 551.889) (51, 448.797) (52, 437.558) (53, 463.398) (54, 432.457) (55, 459.48) (56, 481.876) (57, 429.655) (58, 402.861) (59, 420.47) (60, 359.512) (61, 300.19) (62, 353.615) (63, 339.322) (64, 322.594) (65, 267.085) (66, 261.479) (67, 229.099) (68, 211.309) (69, 228.019) (70, 238.966) (71, 205.207) (72, 207.051) (73, 166.588) (74, 133.865) (75, 121.622) (76, 105.499) (77, 77.5313) (78, 66.6532) (79, 54.6387) (80, 33.9116) (81, 35.4477) (82, 30.7499) (83, 31.5187) (84, 65.5845) (85, 123.466) (86, 154.194) (87, 202.97) (88, 228.805) (89, 228.293) (90, 287.48) (91, 319.041) (92, 365.382) (93, 323.194) (94, 441.481) (95, 388.396) (96, 401.739) (97, 435.647) (98, 410.668) (99, 400.34) 
100125 (line 867) INFO  MolSim - RDF 54.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 26.8268) (40, 39.8726) (41, 126.075) (42, 249.113) (43, 317.978) (44, 371.223) (45, 433.432) (46, 422.25) (47, 615.684) (48, 468.22) (49, 497.539) (50, 419.559) (51, 486.279) (52, 486.914) (53, 429.58) (54, 420.126) (55, 479.014) (56, 406.481) (57, 455.767) (58, 363.874) (59, 435.249) (60, 373.807) (61, 379.734) (62, 266.551) (63, 326.995) (64, 315.676) (65, 293.306) (66, 278.635) (67, 244.602) (68, 260.93) (69, 249.684) (70, 227.387) (71, 147.38) (72, 206.055) (73, 158.84) (74, 139.521) (75, 128.047) (76, 107.734) (77, 90.5984) (78, 59.8605) (79, 56.7084) (80, 41.5821) (81, 32.6907) (82, 21.9093) (83, 37.147) (84, 71.4468) (85, 112.73) (86, 152.796) (87, 183.152) (88, 193.065) (89, 289.041) (90, 321.019) (91, 306.229) (92, 346.73) (93, 353.718) (94, 384.941) (95, 405.894) (96, 399.211) (97, 411.154) (98, 461.9) (99, 403.776) 
101978 (line 867) INFO  MolSim - RDF 55.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 13.4134) (40, 73.3656) (41, 83.5434) (42, 246.217) (43, 351.158) (44, 429.35) (45, 510.514) (46, 493.633) (47, 509.012) (48, 480.454) (49, 413.193) (50, 425.714) (51, 419.206) (52, 479.321) (53, 442.376) (54, 529.341) (55, 434.849) (56, 389.271) (57, 446.271) (58, 446.434) (59, 331.794) (60, 381.669) (61, 351.375) (62, 340.891) (63, 326.995) (64, 283.606) (65, 302.453) (66, 307.623) (67, 291.686) (68, 255.912) (69, 210.688) (70, 186.857) (71, 188.32) (72, 180.174) (73, 126.394) (74, 108.883) (75, 114.738) (76, 124.275) (77, 78.4025) (78, 80.6631) (79, 70.782) (80, 39.9673) (81, 38.5986) (82, 20.7562) (83, 40.8992) (84, 69.2484) (85, 101.278) (86, 159.439) (87, 174.609) (88, 237.156) (89, 290.021) (90, 294.507) (91, 331.852) (92, 351.928) (93, 372.87) (94, 378.203) (95, 413.926) (96, 381.793) (97, 411.704) (98, 400.151) (99, 442.621) 
103913 (line 867) INFO  MolSim - RDF 56.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 8.82451) (39, 30.1802) (40, 62.2013) (41, 194.428) (42, 217.25) (43, 317.978) (44, 309.132) (45, 459.968) (46, 519.041) (47, 500.895) (48, 524.94) (49, 514.622) (50, 462.643) (51, 427.097) (52, 465.084) (53, 433.236) (54, 396.346) (55, 453.534) (56, 411.398) (57, 447.063) (58, 359.288) (59, 351.746) (60, 400.252) (61, 384.576) (62, 322.808) (63, 308.18) (64, 322.594) (65, 269.524) (66, 322.412) (67, 265.847) (68, 248.664) (69, 222.062) (70, 179.488) (71, 215.442) (72, 157.777) (73, 158.355) (74, 143.292) (75, 126.212) (76, 106.393) (77, 100.181) (78, 82.3613) (79, 41.8069) (80, 51.6749) (81, 30.3275) (82, 29.2124) (83, 32.6443) (84, 47.9976) (85, 102.352) (86, 141.257) (87, 193.744) (88, 223.795) (89, 288.388) (90, 316.867) (91, 320.29) (92, 357.432) (93, 351.623) (94, 381.426) (95, 414.786) (96, 352.294) (97, 423.813) (98, 413.634) (99, 379.2) 
105733 (line 867) INFO  MolSim - RDF 57.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 23.4735) (40, 33.493) (41, 110.885) (42, 254.907) (43, 358.071) (44, 437.277) (45, 451.123) (46, 531.139) (47, 509.012) (48, 450.425) (49, 476.186) (50, 438.024) (51, 437.947) (52, 428.067) (53, 510.926) (54, 462.403) (55, 438.247) (56, 459.75) (57, 394.048) (58, 388.336) (59, 382.044) (60, 372.378) (61, 420.543) (62, 379.735) (63, 268.603) (64, 303.1) (65, 279.281) (66, 292.242) (67, 246.899) (68, 255.912) (69, 184.69) (70, 187.383) (71, 191.902) (72, 182.663) (73, 156.418) (74, 127.737) (75, 126.67) (76, 95.6646) (77, 86.2427) (78, 67.0778) (79, 80.3024) (80, 67.0158) (81, 34.66) (82, 27.6749) (83, 55.9081) (84, 52.3943) (85, 120.603) (86, 137.761) (87, 189.986) (88, 229.473) (89, 286.102) (90, 308.562) (91, 301.542) (92, 381.587) (93, 356.112) (94, 344.806) (95, 425.113) (96, 377.017) (97, 386.661) (98, 462.978) (99, 449.227) 
107679 (line 867) INFO  MolSim - RDF 58.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 30.1802) (40, 63.7962) (41, 159.492) (42, 296.908) (43, 344.246) (44, 379.149) (45, 523.151) (46, 450.077) (47, 435.965) (48, 493.8) (49, 482.592) (50, 467.772) (51, 421.179) (52, 382.507) (53, 361.944) (54, 496.753) (55, 452.685) (56, 447.457) (57, 428.072) (58, 415.092) (59, 395.345) (60, 381.669) (61, 327.858) (62, 352.276) (63, 292.608) (64, 332.026) (65, 304.282) (66, 323.004) (67, 274.46) (68, 238.071) (69, 224.228) (70, 246.862) (71, 155.057) (72, 138.366) (73, 137.048) (74, 142.82) (75, 108.771) (76, 107.287) (77, 85.8071) (78, 56.4642) (79, 62.9173) (80, 33.5079) (81, 34.2661) (82, 34.978) (83, 45.4019) (84, 71.0804) (85, 86.6054) (86, 154.194) (87, 188.96) (88, 243.168) (89, 242.664) (90, 310.478) (91, 337.164) (92, 288.025) (93, 417.159) (94, 362.384) (95, 408.189) (96, 398.087) (97, 340.151) (98, 448.418) (99, 444.47) 
109663 (line 867) INFO  MolSim - RDF 59.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 16.7668) (40, 30.3032) (41, 144.302) (42, 315.737) (43, 369.131) (44, 416.139) (45, 438.486) (46, 454.917) (47, 372.193) (48, 387.032) (49, 561.6) (50, 427.765) (51, 406.383) (52, 523.931) (53, 456.086) (54, 450.953) (55, 429.754) (56, 457.291) (57, 458.14) (58, 376.105) (59, 391.65) (60, 389.531) (61, 367.283) (62, 369.689) (63, 341.268) (64, 314.419) (65, 290.257) (66, 253.789) (67, 256.086) (68, 217.999) (69, 222.062) (70, 210.543) (71, 182.69) (72, 167.233) (73, 151.576) (74, 134.336) (75, 114.738) (76, 93.4295) (77, 74.0468) (78, 82.7858) (79, 67.0566) (80, 46.8303) (81, 38.9925) (82, 29.2124) (83, 54.032) (84, 63.3861) (85, 99.4888) (86, 142.656) (87, 193.744) (88, 207.428) (89, 255.075) (90, 313.034) (91, 305.291) (92, 358.044) (93, 399.204) (94, 384.941) (95, 429.989) (96, 410.448) (97, 413.355) (98, 410.937) (99, 403.511) 
111602 (line 867) INFO  MolSim - RDF 60.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 8.38338) (40, 44.6573) (41, 133.669) (42, 273.735) (43, 269.59) (44, 457.093) (45, 513.041) (46, 490.003) (47, 478.865) (48, 423.733) (49, 436.681) (50, 378.526) (51, 434.988) (52, 391.05) (53, 513.668) (54, 514.368) (55, 383.041) (56, 449.096) (57, 409.082) (58, 425.03) (59, 426.381) (60, 391.676) (61, 318.174) (62, 347.588) (63, 330.888) (64, 324.48) (65, 320.136) (66, 257.338) (67, 233.693) (68, 239.186) (69, 266.474) (70, 184.752) (71, 199.066) (72, 163.749) (73, 143.827) (74, 126.794) (75, 73.4322) (76, 102.817) (77, 100.181) (78, 64.106) (79, 50.9134) (80, 62.575) (81, 47.6575) (82, 33.4405) (83, 56.2833) (84, 80.973) (85, 118.098) (86, 153.845) (87, 177.343) (88, 240.496) (89, 300.145) (90, 268.953) (91, 286.23) (92, 322.576) (93, 348.63) (94, 389.628) (95, 360.284) (96, 408.763) (97, 399.595) (98, 425.228) (99, 437.336) 
113462 (line 867) INFO  MolSim - RDF 61.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 0) (40, 55.8216) (41, 154.935) (42, 270.838) (43, 326.273) (44, 463.698) (45, 441.013) (46, 427.089) (47, 500.895) (48, 478.229) (49, 440.952) (50, 451.359) (51, 400.465) (52, 383.457) (53, 508.184) (54, 361.996) (55, 445.041) (56, 399.925) (57, 462.097) (58, 429.616) (59, 428.598) (60, 396.679) (61, 317.482) (62, 354.285) (63, 348.405) (64, 360.953) (65, 344.528) (66, 261.479) (67, 246.899) (68, 234.168) (69, 224.77) (70, 142.643) (71, 197.531) (72, 172.211) (73, 192.254) (74, 113.125) (75, 95.9208) (76, 87.6181) (77, 77.0958) (78, 62.4078) (79, 49.6716) (80, 53.2897) (81, 48.4452) (82, 31.1343) (83, 49.9045) (84, 92.6976) (85, 114.877) (86, 138.46) (87, 180.076) (88, 241.832) (89, 290.674) (90, 289.716) (91, 322.79) (92, 328.385) (93, 367.783) (94, 397.245) (95, 423.678) (96, 422.809) (97, 375.377) (98, 397.994) (99, 411.439) 
115525 (line 867) INFO  MolSim - RDF 62.005: (0, 0) (1, 0) (2, 0) (3, 0) (4, 0) (5, 0) (6, 0) (7, 0) (8, 0) (9, 0) (10, 0) (11, 0) (12, 0) (13, 0) (14, 0) (15, 0) (16, 0) (17, 0) (18, 0) (19, 0) (20, 0) (21, 0) (22, 0) (23, 0) (24, 0) (25, 0) (26, 0) (27, 0) (28, 0) (29, 0) (30, 0) (31, 0) (32, 0) (33, 0) (34, 0) (35, 0) (36, 0) (37, 0) (38, 0) (39, 28.5035) (40, 82.935) (41, 130.631) (42, 278.08) (43, 316.595) (44, 393.681) (45, 492.823) (46, 512.991) (47, 454.516) (48, 534.95) (49, 484.727) (50, 469.824) (51, 411.315) (52, 372.067) (53, 432.322) (54, 410.438) (55, 372) (56, 419.593) (57, 400.378) (58, 382.221) (59, 359.136) (60, 361.657) (61, 435.76) (62, 350.937) (63, 419.773) (64, 359.695) (65, 306.111) (66, 246.69) (67, 279.628) (68, 239.743) (69, 204.73) (70, 222.649) (71, 189.855) (72, 189.631) (73, 150.607) (74, 106.997) (75, 120.245) (76, 119.357) (77, 78.4025) (78, 84.484) (79, 60.4337) (80, 26.6448) (81, 29.1459) (82, 30.7499) (83, 51.7807) (84, 74.3779) (85, 119.172) (86, 145.103) (87, 174.951) (88, 228.805) (89, 272.058) (90, 322.297) (91, 292.48) (92, 339.086) (93, 393.818) (94, 360.626) (95, 394.707) (96, 382.074) (97, 392.715) (98, 427.925) (99, 426.766) 
